,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
33,RT,Cryptomike461,729,1069,8,28748,Wed Jun 16 07:32:26 +0000 2021,"RT @realDailyWire: American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China https://t.co/Kw52qZj9Eq…",1,0.0,0.088,realDailyWire,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",32,61413.691,0.104,-0.016,-3212,-757135,"['americanborn', 'realdailywire', 'httpstcokw52qzj9eq…', 'banned', 'china', 'chinese', 'plug', 'uses', 'rt', 'app', 'gu', 'competing', 'platform', 'eileen']",-0.4588,Negative,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative
34,Tweet,lauriekyle,289,1684,3,15383,Sun May 03 02:03:47 +0000 2009,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China | The Daily Wire https://t.co/KZMHuSb5wG",2,0.0,0.0,lauriekyle,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",2,0.0,0.0,0.0,-3217,-757575,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'wire', 'uses', 'daily', 'httpstcokzmhusb5wg', 'app', 'gu', 'competing', 'platform', 'eileen']",-0.4588,Negative,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative
35,RT,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,"RT @chinanotenemy: Sign the letter calling on the @nytimes for more journalistic integrity when it comes to Eileen Gu and China!

Learn fro…",23,40233.681,0.107,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,"Sign the letter calling on the @nytimes for more journalistic integrity when it comes to Eileen Gu and China!

Lear… https://t.co/DVQDjCCcNZ",23,40233.681,0.107,0.0,0,0,"['china', 'rt', 'sign', 'comes', 'fro…', 'journalistic', 'integrity', 'learn', 'gu', 'letter', 'chinanotenemy', 'calling', 'eileen', 'nytimes']",0.4889,Positive,"['china', 'sign', 'comes', 'httpstcodvqdjcccnz', 'journalistic', 'integrity', 'lear…', 'gu', 'letter', 'calling', 'eileen', 'nytimes']",0.4889,Positive
36,RT,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,"RT @chinanotenemy: ""Why is Eileen Gu so controversial?
Perhaps it is because as a young, biracial woman, she has dared to make a choice for…",23,40233.681,0.107,chinanotenemy,3437,492,52,1817,Fri Sep 18 18:03:31 +0000 2020,"""Why is Eileen Gu so controversial?
Perhaps it is because as a young, biracial woman, she has dared to make a choic… https://t.co/wepQdOcyDL",23,40233.681,0.107,0.0,0,0,"['biracial', 'rt', 'perhaps', 'young', 'make', 'woman', 'controversial', 'gu', 'choice', 'for…', 'chinanotenemy', 'dared', 'eileen']",-0.3327,Negative,"['biracial', 'perhaps', 'young', 'make', 'woman', 'controversial', 'httpstcowepqdocydl', 'gu', 'choic…', 'dared', 'eileen']",-0.3327,Negative
37,RT,LadyFaceIII,12,63,0,204,Mon Feb 14 17:05:10 +0000 2022,"RT @realDailyWire: American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China https://t.co/Kw52qZj9Eq…",1,0.0,0.088,realDailyWire,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",32,61413.691,0.104,-0.016,-3220,-757852,"['americanborn', 'realdailywire', 'httpstcokw52qzj9eq…', 'banned', 'china', 'chinese', 'plug', 'uses', 'rt', 'app', 'gu', 'competing', 'platform', 'eileen']",-0.4588,Negative,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative
38,RT,AngelaC928,272,3849,3,5007,Sun Jun 02 04:57:17 +0000 2013,"RT @CeFaanKim: “Every time I see that ABC 7 reporter CeFaan Kim has posted a new IG Story, my heart does a mini Tower of Terror drop… That…",1,0.0,0.094,CeFaanKim,29525,3064,286,10483,Thu Jun 06 22:32:24 +0000 2013,"“Every time I see that ABC 7 reporter CeFaan Kim has posted a new IG Story, my heart does a mini Tower of Terror dr… https://t.co/HsgFglBOtq",31,88462.107,0.114,-0.020000000000000004,-283,-29253,"['time', 'cefaankim', 'rt', 'new', 'that…', 'abc', 'mini', 'posted', 'terror', 'reporter', 'ig', 'heart', 'every', 'drop…', 'kim', 'tower', '“', 'cefaan', '7', 'story', 'see']",-0.5267,Negative,"['see', 'time', 'dr…', 'abc', 'mini', 'posted', 'terror', 'reporter', 'ig', 'heart', 'every', 'kim', 'tower', '“', 'cefaan', '7', 'httpstcohsgfglbotq', 'story', 'new']",-0.5267,Negative
39,RT,spoon_demon,25,110,0,269,Sat Jul 06 02:08:47 +0000 2019,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,1,0.0,0.118,nytimes,51639523,869,212965,463079,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.031,-212965,-51639498,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
40,Tweet,Shirley33594843,54,221,2,61348,Mon Nov 04 23:56:04 +0000 2019,Nikki Haley slams Eileen Gu: Olympic athletes must choose to represent 'freedom' or 'human rights abuses' | Fox News https://t.co/rAaf0fioJZ,2,0.0,0.0,Shirley33594843,51639523,869,212965,463079,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,2,0.0,0.0,0.0,-212963,-51639469,"['slams', 'haley', 'olympic', 'human', 'abuses', 'choose', 'represent', 'fox', 'nikki', 'must', 'httpstcoraaf0fiojz', 'gu', 'freedom', 'news', 'rights', 'eileen', 'athletes']",-0.5574,Negative,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
41,RT,BillTeator,587,3240,15,1155,Thu Jan 14 02:00:47 +0000 2010,"RT @realDailyWire: American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China https://t.co/Kw52qZj9Eq…",1,0.0,0.088,realDailyWire,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",32,61413.691,0.104,-0.016,-3205,-757277,"['americanborn', 'realdailywire', 'httpstcokw52qzj9eq…', 'banned', 'china', 'chinese', 'plug', 'uses', 'rt', 'app', 'gu', 'competing', 'platform', 'eileen']",-0.4588,Negative,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative
42,RT,jnicer89,285,669,0,7870,Thu Dec 30 01:48:18 +0000 2021,"RT @realDailyWire: American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China https://t.co/Kw52qZj9Eq…",2,20173.034,0.106,realDailyWire,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",32,61413.691,0.104,0.0020000000000000018,-3220,-757579,"['americanborn', 'realdailywire', 'httpstcokw52qzj9eq…', 'banned', 'china', 'chinese', 'plug', 'uses', 'rt', 'app', 'gu', 'competing', 'platform', 'eileen']",-0.4588,Negative,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative
43,RT,BringinJackyBak,28,69,0,2135,Tue Aug 21 04:57:10 +0000 2018,"RT @kehlarc: @AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes…",1,0.0,0.0,kehlarc,37,28,0,1805,Tue Dec 29 07:17:49 +0000 2009,"@AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes me sad.",1,0.0,0.0,0.0,0,-9,"['aapi', 'china', 'rt', 'kehlarc', 'born', 'instead', 'decided', 'represent', 'makes…', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",0.0,Neutral,"['aapi', 'china', 'born', 'instead', 'decided', 'represent', 'sad', 'makes', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",-0.4767,Negative
44,Tweet,JunSun11339683,104,156,0,7019,Sun Jul 18 16:06:22 +0000 2021,Nikki Haley Tells Olympic Skier Eileen Gu She Can't Be American and Chinese https://t.co/oSH6UKGbe7,2,0.0,0.0,JunSun11339683,37,28,0,1805,Tue Dec 29 07:17:49 +0000 2009,"@AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes me sad.",2,0.0,0.0,0.0,0,67,"['haley', 'httpstcoosh6ukgbe7', 'olympic', 'cant', 'skier', 'nikki', 'american', 'chinese', 'gu', 'tells', 'eileen']",0.0,Neutral,"['aapi', 'china', 'born', 'instead', 'decided', 'represent', 'sad', 'makes', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",-0.4767,Negative
45,Tweet,realDailyWire,757864,2609,3220,160364,Sat Oct 31 15:42:25 +0000 2015,"American-Born Eileen Gu, Competing For China, Uses Chinese Platform To Plug App Banned In China… https://t.co/FVa67id77k",32,61413.691,0.104,realDailyWire,37,28,0,1805,Tue Dec 29 07:17:49 +0000 2009,"@AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes me sad.",32,61413.691,0.104,0.0,3220,757827,"['americanborn', 'banned', 'china', 'chinese', 'plug', 'httpstcofva67id77k', 'uses', 'app', 'gu', 'competing', 'platform', 'china…', 'eileen']",-0.4588,Negative,"['aapi', 'china', 'born', 'instead', 'decided', 'represent', 'sad', 'makes', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",-0.4767,Negative
46,Tweet,Freedomrockrad1,1814,1530,6,72489,Wed Dec 23 20:42:30 +0000 2020,"@FreedomRockRad1 Click for full Article! #Breaking #News! ---&gt; Eileen Gu, US-born ski star competing for China, has… https://t.co/sm7b1zk0oL",2,0.0,0.0,Freedomrockrad1,37,28,0,1805,Tue Dec 29 07:17:49 +0000 2009,"@AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes me sad.",2,0.0,0.0,0.0,6,1777,"['star', 'news', 'has…', 'competing', 'china', 'freedomrockrad1', 'gt', 'click', 'breaking', 'gu', 'article', 'ski', 'httpstcosm7b1zk0ol', 'usborn', 'eileen', 'full']",0.0,Neutral,"['aapi', 'china', 'born', 'instead', 'decided', 'represent', 'sad', 'makes', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",-0.4767,Negative
47,Tweet,MadamMiaow,10182,5973,181,39939,Sat Aug 02 20:54:12 +0000 2008,@violazhouyi You should do something about that green-eyed monster - it's uglifying. Sticking the knife into someon… https://t.co/YfsU7WWsAE,7,13189.524,0.129,MadamMiaow,37,28,0,1805,Tue Dec 29 07:17:49 +0000 2009,"@AP Eileen Gu decided to represent China instead of the country she was born, raised, and trained in. As a AAPI it just makes me sad.",7,13189.524,0.129,0.0,181,10145,"['httpstcoyfsu7wwsae', 'sticking', 'monster', 'something', 'violazhouyi', 'greeneyed', 'knife', 'uglifying', 'someon…']",-0.4939,Negative,"['aapi', 'china', 'born', 'instead', 'decided', 'represent', 'sad', 'makes', 'ap', 'gu', 'country', 'trained', 'raised', 'eileen']",-0.4767,Negative
48,RT,SalbarreyResis1,6197,6812,2,80919,Fri Oct 12 11:03:43 +0000 2018,"RT @AP: Chloe Kim and Eileen Gu may be the “It Girls” of the #Beijing2022 Olympics, but the Games are also highlighting the harsh duality A…",1,0.0,0.116,AP,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,"Chloe Kim and Eileen Gu may be the “It Girls” of the #Beijing2022 Olympics, but the Games are also highlighting the… https://t.co/Ta8c7fGw2U",54,185303.931,0.147,-0.030999999999999986,-102743,-15479893,"['girls', 'harsh', 'duality', 'rt', 'beijing2022', 'also', 'games', '”', 'chloe', 'ap', 'gu', 'kim', 'a…', '“', 'olympics', 'highlighting', 'eileen', 'may']",-0.5927,Negative,"['httpstcota8c7fgw2u', 'girls', 'beijing2022', 'also', 'games', '”', 'chloe', 'the…', 'gu', 'kim', '“', 'olympics', 'highlighting', 'eileen', 'may']",0.0,Neutral
49,Tweet,guan_xujun,1118,4691,0,16115,Mon Jan 02 14:58:30 +0000 2017,Eileen Gu's speech on women in sports https://t.co/ZK5t0zw08Y via @YouTube,2,0.0,0.0,guan_xujun,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,"Chloe Kim and Eileen Gu may be the “It Girls” of the #Beijing2022 Olympics, but the Games are also highlighting the… https://t.co/Ta8c7fGw2U",2,0.0,0.0,0.0,-102745,-15484972,"['via', 'youtube', 'speech', 'sports', 'httpstcozk5t0zw08y', 'gus', 'eileen', 'women']",0.0,Neutral,"['httpstcota8c7fgw2u', 'girls', 'beijing2022', 'also', 'games', '”', 'chloe', 'the…', 'gu', 'kim', '“', 'olympics', 'highlighting', 'eileen', 'may']",0.0,Neutral
50,Tweet,tgradous,60905,27720,431,549694,Mon Apr 22 18:36:16 +0000 2013,"Eileen Gu, US-born ski star competing for China, has reportedly raked in loads of cash from Chinese sponsorship dea… https://t.co/H7xteDWrna",2,0.0,0.0,tgradous,15486090,6839,102745,311274,Fri Jun 26 21:48:52 +0000 2009,"Chloe Kim and Eileen Gu may be the “It Girls” of the #Beijing2022 Olympics, but the Games are also highlighting the… https://t.co/Ta8c7fGw2U",2,0.0,0.0,0.0,-102314,-15425185,"['sponsorship', 'china', 'chinese', 'loads', 'usborn', 'dea…', 'star', 'ski', 'cash', 'gu', 'competing', 'httpstcoh7xtedwrna', 'raked', 'reportedly', 'eileen']",0.0,Neutral,"['httpstcota8c7fgw2u', 'girls', 'beijing2022', 'also', 'games', '”', 'chloe', 'the…', 'gu', 'kim', '“', 'olympics', 'highlighting', 'eileen', 'may']",0.0,Neutral
51,RT,Lee97703713,154,347,1,38479,Thu Jun 13 06:34:10 +0000 2019,RT @LetaHong: “The juxtaposition of the two women highlights that underneath the glamorous surface of one of the world’s largest economies…,4,1344.699,0.122,LetaHong,39893,6769,850,87599,Wed May 04 13:42:03 +0000 2011,“The juxtaposition of the two women highlights that underneath the glamorous surface of one of the world’s largest… https://t.co/Td08OhgLE6,59,44301.984,0.12,0.0020000000000000018,-849,-39739,"['underneath', '’', 'juxtaposition', 'rt', 'letahong', 'glamorous', 'world', 'two', 'surface', 'women', 'largest', 'one', 'highlights', '“', 'economies…']",0.5106,Positive,"['one', 'httpstcotd08ohgle6', 'highlights', 'largest…', 'underneath', '“', '’', 'juxtaposition', 'surface', 'two', 'glamorous', 'world', 'women']",0.5106,Positive
52,RT,Lee97703713,154,347,1,38479,Thu Jun 13 06:34:10 +0000 2019,RT @nytimesbusiness: Two women have dominated Chinese social media during the Beijing Winter Olympics. https://t.co/mbREq3nfgw,4,1344.699,0.122,nytimesbusiness,836537,463,15361,242006,Wed Mar 21 14:49:39 +0000 2007,Two women have dominated Chinese social media during the Beijing Winter Olympics. https://t.co/mbREq3nfgw,46,75419.77,0.132,-0.010000000000000009,-15360,-836383,"['media', 'httpstcombreq3nfgw', 'nytimesbusiness', 'social', 'beijing', 'dominated', 'olympics', 'chinese', 'rt', 'two', 'winter', 'women']",0.0,Neutral,"['media', 'httpstcombreq3nfgw', 'social', 'beijing', 'dominated', 'olympics', 'chinese', 'two', 'winter', 'women']",0.0,Neutral
53,RT,Lee97703713,154,347,1,38479,Thu Jun 13 06:34:10 +0000 2019,"RT @nytimesbusiness: The juxtaposition of Eileen Gu and the ""chained woman"" exposes the jarring poverty and widespread abuse of women’s rig…",4,1344.699,0.122,nytimesbusiness,836537,463,15361,242006,Wed Mar 21 14:49:39 +0000 2007,"The juxtaposition of Eileen Gu and the ""chained woman"" exposes the jarring poverty and widespread abuse of women’s… https://t.co/fZdYE7gR5r",46,75419.77,0.132,-0.010000000000000009,-15360,-836383,"['’', 'juxtaposition', 'rt', 'widespread', 'woman', 'chained', 'abuse', 'women', 'nytimesbusiness', 'gu', 'poverty', 'jarring', 'exposes', 'rig…', 'eileen']",-0.8402,Negative,"['poverty', 'widespread', 'jarring', '’', 'juxtaposition', 'woman', 's…', 'httpstcofzdye7gr5r', 'exposes', 'gu', 'chained', 'abuse', 'eileen', 'women']",-0.8402,Negative
54,RT,Lee97703713,154,347,1,38479,Thu Jun 13 06:34:10 +0000 2019,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,4,1344.699,0.122,nytimes,51639523,869,212965,463079,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.026999999999999996,-212964,-51639369,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
55,RT,MiniMeme_Cat,425,586,0,46892,Fri Sep 27 06:16:44 +0000 2019,"RT @nytimesbusiness: The juxtaposition of Eileen Gu and the ""chained woman"" exposes the jarring poverty and widespread abuse of women’s rig…",2,165.037,0.12,nytimesbusiness,836537,463,15361,242006,Wed Mar 21 14:49:39 +0000 2007,"The juxtaposition of Eileen Gu and the ""chained woman"" exposes the jarring poverty and widespread abuse of women’s… https://t.co/fZdYE7gR5r",46,75419.77,0.132,-0.01200000000000001,-15361,-836112,"['’', 'juxtaposition', 'rt', 'widespread', 'woman', 'chained', 'abuse', 'women', 'nytimesbusiness', 'gu', 'poverty', 'jarring', 'exposes', 'rig…', 'eileen']",-0.8402,Negative,"['poverty', 'widespread', 'jarring', '’', 'juxtaposition', 'woman', 's…', 'httpstcofzdye7gr5r', 'exposes', 'gu', 'chained', 'abuse', 'eileen', 'women']",-0.8402,Negative
56,RT,MiniMeme_Cat,425,586,0,46892,Fri Sep 27 06:16:44 +0000 2019,RT @nytimes: Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of eight who wa…,2,165.037,0.12,nytimes,51639523,869,212965,463079,Fri Mar 02 20:41:42 +0000 2007,Two women have dominated Chinese social media during the Olympics: the gold medal skier Eileen Gu and a mother of e… https://t.co/fZ8XqJQPHt,100,424837.963,0.149,-0.028999999999999998,-212965,-51639098,"['skier', 'chinese', 'rt', 'medal', 'wa…', 'mother', 'media', 'gold', 'eight', 'two', 'women', 'social', 'gu', 'dominated', 'olympics', 'eileen', 'nytimes']",0.4767,Positive,"['skier', 'chinese', 'medal', 'mother', 'media', 'gold', 'two', 'women', 'httpstcofz8xqjqpht', 'gu', 'dominated', 'olympics', 'e…', 'eileen', 'social']",0.4767,Positive
57,RT,Josozieldeoliv1,19,173,0,4313,Tue Feb 16 22:56:21 +0000 2021,RT @FoxNews: 'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics. https://t.co/NnB72COXek…,1,0.0,0.105,FoxNews,20655180,263,70373,450759,Sat Mar 17 19:01:26 +0000 2007,'PICK A SIDE': @NikkiHaley rips into American-born skier competing for China at the Beijing Olympics.… https://t.co/4DFeHnFY0u,210,531337.517,0.13,-0.02500000000000001,-70373,-20655161,"['nikkihaley', 'rips', 'americanborn', 'httpstconnb72coxek…', 'competing', 'beijing', 'china', 'skier', 'olympics', 'rt', 'side', 'pick', 'foxnews']",0.0,Neutral,"['rips', 'nikkihaley', 'americanborn', 'competing', 'beijing', 'china', 'skier', 'olympics…', 'httpstco4dfehnfy0u', 'side', 'pick']",0.0,Neutral
